#metadataBlock	name	dataverseAlias	displayName												
	miappe1.1.connection_person_study	Study unique ID	Semicolon-separated list of (internal) study identifiers (cross-referencing to study section) in which the person was involved.	study_1; study_2	text	30	<a/><br/>(<b>Study #VALUE</b>)	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	miappe1.1.person	miappe1.1
	miappe1.1.person_name	Person name	The name of the person (either full name or as used in scientific publications)	Ines Chaves	text	31	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	miappe1.1.person	miappe1.1
	miappe1.1.person_email	Person email	The electronic mail address of the person.	ichaves@itqb.unl.pt	text	32	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	miappe1.1.person	miappe1.1
	miappe1.1.person_id	Person ID	An identifier for the data submitter. If that submitter is an individual, ORCID identifiers are recommended.	orcid.org/0000-0001-6494-0008; orcid.org/0000-0002-7054-800X	text	33	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	miappe1.1.person	miappe1.1
	miappe1.1.person_role	Person role	Type of contribution of the person to the investigation	data submitter; author; corresponding author	text	34	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	miappe1.1.person	miappe1.1
	miappe1.1.person_affiliation	Person affiliation	The institution the person belongs to	ITQB, Portugal; grid.10772.33	text	35	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	miappe1.1.person	miappe1.1
	miappe1.1.biological_material	Biological Material	The biological material being studied (e.g. plants grown from a certain bag or seed, or plants grown in a particular field). The original source of that material (e.g., the seeds or the original plant cloned) is called the material source, which, when held by a material repository, should have its stock identified.		none	36		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		miappe1.1
	miappe1.1.connection_biological_material_study	Study unique ID*	Semicolon-separated list of (internal) study identifiers (cross-referencing to study section) in which the material was used.	study_1; study_2	text	37	<a/><br/>(<b>Study #VALUE</b>)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.biological_material_id	Biological material ID*	Code used to identify the biological material in the data file. Should be unique within the Investigation. Can correspond to experimental plant ID, seed lot ID, etc… This material identification is different from a BiosampleID which corresponds to Observation Unit or Samples sections below.	INRA:W95115_inra_2001; INRA:inra_kernel_2351; Rothamsted:rres_GK090847	text	38	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.organism	Organism*	An identifier for the organism at the species level. Use of the NCBI taxon ID is recommended.	NCBITAXON:4577	text	39	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.genus	Genus	Genus name for the organism under study, according to standard scientific nomenclature.	Zea ; Solanum	text	40	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.species	Species	Species name (formally: specific epithet) for the organism under study, according to standard scientific nomenclature.	mays ; lycosperium x pennellii	text	41	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.infraspecific_name	Infraspecific name	Name of any subtaxa level, including variety, crossing name, etc. It can be used to store any additional taxonomic identifier. Either free text description or key-value pair list format (the key is the name of the rank and the value is the value of the rank). Ranks can be among the following terms: subspecies, cultivar, variety, subvariety, convariety, group, subgroup, hybrid, line, form, subform. For MCPD compliance, the following abbreviations are allowed: ‘subsp.’ (subspecies); ‘convar.’ (convariety); ‘var.’ (variety); ‘f.’ (form); ‘Group’ (cultivar group).	vinifera Pinot noir ; B73 ; subspecies:vinifera ; cultivar:Pinot noir ; var:B73 ; subsp. vinifera var. Pinot Noir ; var. B73	text	42	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.biological_material_latitude	Biological material latitude	Latitude of the studied biological material. [Alternative identifier for in situ material]	39.067	text	43	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.biological_material_longitude	Biological material longitude	Longitude of the studied biological material. [Alternative identifier for in situ material]	-8,73	text	44	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.biological_material_altitude	Biological material altitude	Altitude of the studied biological material, provided in meters (m). [Alternative identifier for in situ material]	10 m	text	45	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.biological_material_coordinates_uncertainty	Biological material coordinates uncertainty	Circular uncertainty of the coordinates, preferably provided in meters (m). [Alternative identifier for in situ material]	200 m	text	46	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.biological_material_preprocessing	Biological material preprocessing	Description of any process or treatment applied uniformly to the biological material, prior to the study itself. Can be provided as free text or as an accession number from a suitable controlled vocabulary.	EO:0007210 - PVY(NTN); transplanted from study http://phenome-fppn.fr/maugio/2013/t2351 observation unit ID: pot:894	text	47	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.material_source_id	Material source ID (Holding institute/stock centre, accession)	An identifier for the source of the biological material, in the form of a key-value pair comprising the name/identifier of the repository from which the material was sourced plus the accession number of the repository for that material. Where an accession number has not been assigned, but the material has been derived from the crossing of known accessions, the material can be defined as follows: "mother_accession X father_accession", or, if father is unknown, as "mother_accession X UNKNOWN". For in situ material, the region of provenance may be used when an accession is not available.	INRA:W95115_inra ; ICNF:PNB-RPI	text	48	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.material_source_doi	Material source DOI	Digital Object Identifier (DOI) of the material source	doi:10.15454/1.4658436467893904E12	text	49	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.material_source_latitude	Material source latitude	Latitude of the material source. [Alternative identifier for in situ material]	39.067	text	50	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.material_source_longitude	Material source longitude	Longitude of the material source. [Alternative identifier for in situ material]	-8,73	text	51	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.material_source_altitude	Material source altitude	Altitude of the material source, provided in metres (m). [Alternative identifier for in situ material]	10 m	text	52	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.material_source_coordinates_uncertainty	Material source coordinates uncertainty	Circular uncertainty of the coordinates, provided in meters (m). [Alternative identifier for in situ material]	200 m	text	53	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.material_source_description	Material source description	Description of the material source	Branches were collected from a 10-year-old tree growing in a progeny trial established in a loamy brown earth soil.	textbox	54	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.biological_material	miappe1.1
	miappe1.1.environment	Environment parameters	Environmental parameters that were kept constant throughout the study and did not change between observation units or assays. Environment characteristics that vary over time, i.e. environmental variables, should be recorded as Observed Variables (see below).		none	55		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		miappe1.1
	miappe1.1.connection_environment_study	Study unique ID*	Semicolon-separated list of (internal) study identifiers (cross-referencing to study section) to which the environment parameter applies.	study_1; study_2	text	56	<a/><br/>(<b>Study #VALUE</b>)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.environment	miappe1.1
	miappe1.1.environment_parameter	Parameter name*	Name of the environment parameter constant within the experiment.	sowing density ; rooting medium composition; pH	text	57	<a/><b>#VALUE</b>:	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.environment	miappe1.1
	miappe1.1.environment_parameter_value	Parameter value*	Value of the environment parameter (defined above) constant within the experiment.	300 seeds per m2 ; Clay 50% plus sand; 6.5	text	58	#VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.environment	miappe1.1
	miappe1.1.experimental_factor	Experimental Factor	The object of a study is to ascertain the impact of one or more factors on the biological material. Thus, a factor is, by definition a condition that varies between observation units, which may be biotic (pest, disease interaction) or abiotic (treatment and cultural practice) in nature. Depending on the level of the data, an experimental factor can be either "what is the factor applied to the plant" (i.e. Unwatered), or the "environmental characterisation" (i.e. if no rain on unwatered plant : Drought ; if rain on unwatered plant: Irrigated)		none	59		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		miappe1.1
	miappe1.1.connection_factor_study	Study unique ID*	Semicolon-separated list of (internal) study identifiers (cross-referencing to study section) to which the factor applies.	study_1; study_2	text	60	<a/><br/>(<b>Study #VALUE</b>)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.experimental_factor	miappe1.1
	miappe1.1.experimental_factor_type	Experimental Factor type*	Name/Acronym of the experimental factor.	Watering	text	61	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.experimental_factor	miappe1.1
	miappe1.1.experimental_factor_description	Experimental Factor description	Free text description of the experimental factor. This includes all relevant treatments planification and protocol planned for all the plants targeted by a given experimental factor.	Daily watering 1 L per plant.	text	62	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.experimental_factor	miappe1.1
	miappe1.1.experimental_factor_values	Experimental Factor values*	List of possible values for the factor.	Watered; Unwatered	text	63	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.experimental_factor	miappe1.1
	miappe1.1.event	Event	An event is discrete occurrence at a particular time in the experiment (which can be natural, such as rain, or unnatural, such as planting, watering, etc). Events may be the realization of Factors or parts of Factors, or may be confounding to Factors. Can be applied at the whole study level or to only a subset of observation units.		none	64		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		miappe1.1
	miappe1.1.connection_event_study	Study unique ID*	Semicolon-separated list of (internal) study identifiers (cross-referencing to study section) where the event was recorded.	study_1; study_2	text	65	<a/><br/>(<b>Study #VALUE</b>)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.event	miappe1.1
	miappe1.1.event_type	Event type*	Short name of the event.	Planting ; Fertilizing	text	66	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.event	miappe1.1
	miappe1.1.event_accession_number	Event accession number	Accession number of the event type in a suitable controlled vocabulary (Crop Ontology).	CO_715:0000007 ; CO_715:0000011	text	67	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.event	miappe1.1
	miappe1.1.event_description	Event description	Description of the event, including details such as amount applied and possibly duration of the event.	Sowing using seed drill ; Fertilizer application: Ammonium nitrate at 3 kg/m2	text	68	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.event	miappe1.1
	miappe1.1.event_date	Event date*	Date and time of the event.	2006-09-27T10:23:21+00:00 ; 2006-10-27; 2006-11-13; 2016-11-21	text	69	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.event	miappe1.1
	miappe1.1.observation_unit	Observation Unit	Observation units are objects that are subject to instances of observation and measurement. An observation unit comprises one or more plants, and/or their environment. There can be pure environment observation units with no plants. Synonym: Experimental unit.		none	70		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		miappe1.1
	miappe1.1.connection_observation_unit_study	Study unique ID*	Semicolon-separated list of (internal) study identifiers (cross-referencing to study section) to which the observation unit belongs.	study_1; study_2	text	71	<a/><br/>(<b>Study #VALUE</b>)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observation_unit	miappe1.1
	miappe1.1.connection_observation_unit_biological_material	Biological Material ID*	Biological Material identifier (cross-referencing to Biological Material section) corresponding to the organism(s) being observed.	1; 2	text	72	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observation_unit	miappe1.1
	miappe1.1.observation_unit_id	Observation unit ID*	Identifier used to identify the observation unit in data files containing the values observed or measured on that unit. Must be locally unique.	plot:894	text	73	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observation_unit	miappe1.1
	miappe1.1.observation_unit_type	Observation unit type*	Type of observation unit in textual form, usually one of the following: study, block, sub-block, plot, sub-plot, pot, plant. Use of other observation unit types is possible but not recommended. The observation unit type cannot be used to indicate sub-plant levels. However, observations can still be made on the sub-plant level, as long as the details are indicated in the associated observed variable (see observed variables). Alternatively, it is possible to use samples for more detailed tracing of sub-plant units, attaching the observations to them instead.	plot	text	74	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observation_unit	miappe1.1
	miappe1.1.external_id	External ID	Identifier for the observation unit in a persistent repository, comprises the name of the repository and the identifier of the observation unit therein. The EBI Biosamples repository can be used. URI are recommended when possible.	Biosamples:SAMEA4202911	text	75	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observation_unit	miappe1.1
	miappe1.1.spatial_distribution	Spatial distribution	Type and value of a spatial coordinate (georeference or relative) or level of observation (plot 45, subblock 7, block 2) provided as a key-value pair of the form type:value. Levels of observation must be consistent with those listed in the Study section.	latitude:+2.341; row:4 ; X:3; Y:6; Xm:35; Ym:65; block:1; plot:894; replicate:1	text	76	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observation_unit	miappe1.1
	miappe1.1.observation_unit_factor_value	Observation Unit factor value	List of values for each factor applied to the observation unit.	Watered	text	77	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observation_unit	miappe1.1
	miappe1.1.sample	Sample	A sample is a portion of plant tissue harvested, non-harvested or extracted from an observation unit for the purpose of sub-plant observations and/or molecular studies. A sample must be used when there is a physical sample that needs to be stored and traced. Otherwise, observations made at the sub-plant level should be recorded as plant level observations using the observed variables to characterize the object of the observation (e.g. Berry sugar content, Fruit weight, Grain Protein content, Leaf 1 width, Leaf 2 width, Leaf 2 length).		none	78		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		miappe1.1
	miappe1.1.connection_sample_observation_unit	Observation Unit ID*	The identifier of the observation unit (cross-referencing to Observation Unit section) from which this sample was extracted.	plot:894	text	79	<a/><br/>(<b>#NAME #VALUE</b>)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.sample	miappe1.1
	miappe1.1.sample_id	Sample ID*	Unique identifier for the sample.	CEA:BE00034067	text	80	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.sample	miappe1.1
	miappe1.1.plant_structure_development_stage	Plant structure development stage	The stage in the life of a plant structure during which the sample was taken, in the form of an accession number to a suitable controlled vocabulary (Plant Ontology, BBCH scale)	PO:0025094 ; BBCH-17	text	81	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.sample	miappe1.1
	miappe1.1.plant_anatomical_entity	Plant anatomical entity*	A description of the plant part (e.g. leaf) or the plant product (e.g. resin) from which the sample was taken, in the form of an accession number to a suitable controlled vocabulary (Plant Ontology).	PO:0000003 ;  PO:0025161	text	82	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.sample	miappe1.1
	miappe1.1.sample_description	Sample description	Any information not captured by the other sample fields, including quantification, sample treatments and processing.	Distal part of the leaf ; 100 mg of roots taken from 10 roots at 20°C, conserved in vacuum at 20 mM NaCl salinity, stored at -60 °C to -85 °C.	textbox	83	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.sample	miappe1.1
	miappe1.1.collection_date	Collection date*	The date and time when the sample was collected / harvested	2005-08-15T15:52:01+00:00	text	84	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.sample	miappe1.1
	miappe1.1.external_id	External ID	An identifier for the sample in a persistent repository, comprising the name of the repository and the accession number of the observation unit therein. Submission to the EBI Biosamples repository is recommended. URI are recommended when possible.	Biosamples:SAMEA4202911	text	85	<a/><br/><b>#NAME:</b> #VALUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.sample	miappe1.1
	miappe1.1.observed_variable	Observed Variable	An observed variable describes how a measurement has been made. It typically takes the form of a measured characteristic of the observation unit (plant or environmental trait), associated to the method and unit of measurement. Multiple variables with the same combination of trait, method and scale can be used in association with different plant parts (leaf 1, leaf 2), when this distinction is necessary for observations referring to different parts of the same observation unit.		none	86		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		miappe1.1
	miappe1.1.connection_observed_variable_study	Study unique ID*	Semicolon-separated list of (internal) study identifiers (cross-referencing to study section) for which the variable was observed.	study_1; study_2	text	87	<a/><br/>(<b>Study #VALUE</b>)	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
	miappe1.1.variable_id	Variable ID*	Code used to identify the variable in the data file. We recommend using a variable definition from the Crop Ontology where possible. Otherwise, the Crop Ontology naming convention is recommended: <trait abbreviation>_<method abbreviation>_<scale abbreviation>). A variable ID must be unique within a given investigation.	Ant_Cmp_Cday	text	88	<a/><br/><b>#NAME:</b> #VALUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	miappe1.1.observed_variable	miappe1.1
